Brand,Model,Year,OS,CPU,RAM,Storage,Battery,Resolution,Refresh_Rate,Price
Xiaomi,Poco M3 Pro 5G Standard Edition Dual SIM TD-LTE IN 64GB M2103K19PI,2021-06-12, Android," MediaTek Dimensity 700 MT6833V/ZA, 2020, 64 bit, octa-core, 7 nm, ARM Mali-G57 GPU",64.0,,5000.0,1080x2400,90.0,13999.0
Oppo,Realme C21 2021 Global Dual SIM TD-LTE V2 32GB RMX3201,2021-03-01, Android," MediaTek Helio G35 MT6765V/CB, 2020, 64 bit, octa-core, 12 nm, IMG PowerVR GE8320 GPU",32.0,,5000.0,720x1600,,479.0
Oppo,Realme C25s 2021 Dual SIM TD-LTE V2 APAC 128GB RMX3195,2021-06-01, Android," MediaTek Helio G85 MT6769Z, 2020, 64 bit, octa-core, 12 nm, ARM Mali-G52 2EEMC2 GPU",128.0,,6000.0,720x1600,60.0,699.0
Samsung,SM-G998D Galaxy S21 Ultra 5G UW TD-LTE JP 256GB SC-52B / SGH-N748,2021-04-22, Android," Qualcomm Snapdragon 888 5G SM8350 (Lahaina), 2021, 64 bit, octa-core, 5 nm, Qualcomm Adreno 660 GPU",256.0,,5000.0,1440x3200,120.0,151272.0
Samsung,SM-A526D Galaxy A52 5G 2021 TD-LTE JP 128GB SC-53B,2021-06-03, Android," Qualcomm Snapdragon 750G 5G SM7225-2-AB, 2020, 64 bit, octa-core, 1024 Kbyte L3, 8 nm, Qualcomm Adreno 619 GPU",128.0,,4500.0,1080x2400,120.0,59400.0
Samsung,SM-G991D Galaxy S21 5G UW TD-LTE JP 256GB SC-51B / SGH-N649,2021-04-22, Android," Qualcomm Snapdragon 888 5G SM8350 (Lahaina), 2021, 64 bit, octa-core, 5 nm, Qualcomm Adreno 660 GPU",256.0,,4000.0,1080x2400,120.0,99792.0
Samsung,SM-G991D Galaxy S21 5G UW Olympic Games Edition TD-LTE JP 256GB SC-51B,2021-04-22, Android," Qualcomm Snapdragon 888 5G SM8350 (Lahaina), 2021, 64 bit, octa-core, 5 nm, Qualcomm Adreno 660 GPU",256.0,,4000.0,1080x2400,120.0,112464.0
Sharp,Aquos R6 5G UW TD-LTE JP SH-51B,2021-06-24, Android," Qualcomm Snapdragon 888 5G SM8350 (Lahaina), 2021, 64 bit, octa-core, 5 nm, Qualcomm Adreno 660 GPU",128.0,,5000.0,1260x2730,240.0,115632.0
Samsung,SM-G996J Galaxy S21+ 5G TD-LTE JP 256GB SCG10,2021-04-22, Android," Qualcomm Snapdragon 888 5G SM8350 (Lahaina), 2021, 64 bit, octa-core, 5 nm, Qualcomm Adreno 660 GPU",256.0,,4800.0,1080x2400,120.0,138730.0
Samsung,SM-G991J Galaxy S21 5G UW TD-LTE JP 256GB SCG09,2021-04-22, Android," Qualcomm Snapdragon 888 5G SM8350 (Lahaina), 2021, 64 bit, octa-core, 5 nm, Qualcomm Adreno 660 GPU",256.0,,4000.0,1080x2400,120.0,118540.0
Sharp,Aquos R6 5G TD-LTE JP A101SH,2021-06-24, Android," Qualcomm Snapdragon 888 5G SM8350 (Lahaina), 2021, 64 bit, octa-core, 5 nm, Qualcomm Adreno 660 GPU",128.0,,5000.0,1260x2730,240.0,133920.0
Sharp,Leica Leitz Phone 1 5G TD-LTE JP LP-01,2021-07-14, Android," Qualcomm Snapdragon 888 5G SM8350 (Lahaina), 2021, 64 bit, octa-core, 5 nm, Qualcomm Adreno 660 GPU",256.0,,5000.0,1260x2730,240.0,187920.0
Samsung,SM-A326W Galaxy A32 5G 2021 TD-LTE CA 64GB,2021-02-01, Android," MediaTek Dimensity 720 MT6853V/ZA, 2020, 64 bit, octa-core, 7 nm, ARM Mali-G57 GPU",64.0,,5000.0,720x1600,,369.99
Samsung,SM-A715W Galaxy A71 2019 TD-LTE CA 128GB,2020-02-01, Android," Qualcomm Snapdragon 730 SM7150-AA, 2019, 64 bit, octa-core, 1024 Kbyte L3, 8 nm, Qualcomm Adreno 618 GPU",128.0,,4500.0,1080x2400,,
Samsung,SM-A515W Galaxy A51 2019 TD-LTE CA 64GB,2020-04-01, Android," Samsung Exynos 9 Octa 9611, 2019, 64 bit, octa-core, 10 nm, ARM Mali-G72 GPU",64.0,,4000.0,1080x2400,,
Samsung,SM-A115W Galaxy A11 2020 TD-LTE CA 32GB,2020-04-01, Android," Qualcomm Snapdragon 450 SDM450, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",32.0,,4000.0,720x1560,,
Samsung,SM-F707W Galaxy Z Flip 5G TD-LTE CA 256GB,2020-07-01, Android," Qualcomm Snapdragon 865+ 5G SM8250-AB (Kona), 2020, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2304 Kbyte L2, 4096 Kbyte L3, 7 nm, Qualcomm Adreno 650 GPU",256.0,,3300.0,1080x2636,,1579.99
Samsung,SM-F700W/DS Galaxy Z Flip TD-LTE CA 256GB,2020-02-01, Android," Qualcomm Snapdragon 855+ SM8150-AC (Hana), 2019, 64 bit, octa-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 1792 Kbyte L2, 2048 Kbyte L3, 7 nm, Qualcomm Adreno 640 GPU",256.0,,3300.0,1080x2636,,
Samsung,SM-F916W Galaxy Z Fold2 5G TD-LTE CA 256GB,2020-10-01, Android," Qualcomm Snapdragon 865+ 5G SM8250-AB (Kona), 2020, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2304 Kbyte L2, 4096 Kbyte L3, 7 nm, Qualcomm Adreno 650 GPU",256.0,,4500.0,816x2260,120.0,2319.99
OnePlus,Nord N100 TD-LTE US 64GB BE2015,2021-01-14, Android," Qualcomm Snapdragon 460 SM4250-AA, 2020, 64 bit, octa-core, 11 nm, Qualcomm Adreno 610 GPU",64.0,,5000.0,720x1600,,179.99
OnePlus,Nord N10 5G TD-LTE US 128GB BE2028,2021-01-14, Android," Qualcomm Snapdragon 690 5G SM6350, 2020, 64 bit, octa-core, 8 nm, Qualcomm Adreno 619L GPU",128.0,,4300.0,1080x2400,90.0,299.99
OnePlus,Nord N10 5G TD-LTE NA 128GB BE2026,2021-01-14, Android," Qualcomm Snapdragon 690 5G SM6350, 2020, 64 bit, octa-core, 8 nm, Qualcomm Adreno 619L GPU",128.0,,4300.0,1080x2400,90.0,389.0
OnePlus,Nord N100 TD-LTE NA 64GB BE2011,2021-01-14, Android," Qualcomm Snapdragon 460 SM4250-AA, 2020, 64 bit, octa-core, 11 nm, Qualcomm Adreno 610 GPU",64.0,,5000.0,720x1600,,4889.0
Oppo,Realme C15 2020 Premium Edition Dual SIM TD-LTE V1 IN ID 128GB RMX2186,2020-09-01, Android," MediaTek Helio G35 MT6765V/CB, 2020, 64 bit, octa-core, 12 nm, IMG PowerVR GE8320 GPU",128.0,,6000.0,720x1600,,2499000.0
Samsung,SM-G9980 Galaxy S21 Ultra 5G Dual SIM TD-LTE CN HK 256GB,2021-01-29, Android," Qualcomm Snapdragon 888 5G SM8350 (Lahaina), 2021, 64 bit, octa-core, 5 nm, Qualcomm Adreno 660 GPU",256.0,,5000.0,1440x3200,120.0,9699.0
Samsung,SM-G9980 Galaxy S21 Ultra 5G Dual SIM TD-LTE CN HK 512GB,2021-01-29, Android," Qualcomm Snapdragon 888 5G SM8350 (Lahaina), 2021, 64 bit, octa-core, 5 nm, Qualcomm Adreno 660 GPU",512.0,,5000.0,1440x3200,120.0,10699.0
Samsung,SM-G9910 Galaxy S21 5G Dual SIM TD-LTE CN HK 128GB,2021-01-29, Android," Qualcomm Snapdragon 888 5G SM8350 (Lahaina), 2021, 64 bit, octa-core, 5 nm, Qualcomm Adreno 660 GPU",128.0,,4000.0,1080x2400,120.0,4999.0
Samsung,SM-G9910 Galaxy S21 5G Dual SIM TD-LTE CN HK 256GB,2021-01-29, Android," Qualcomm Snapdragon 888 5G SM8350 (Lahaina), 2021, 64 bit, octa-core, 5 nm, Qualcomm Adreno 660 GPU",256.0,,4000.0,1080x2400,120.0,5799.0
Samsung,SM-G9960 Galaxy S21+ 5G Dual SIM TD-LTE CN HK 128GB,2021-01-29, Android," Qualcomm Snapdragon 888 5G SM8350 (Lahaina), 2021, 64 bit, octa-core, 5 nm, Qualcomm Adreno 660 GPU",128.0,,4800.0,1080x2400,120.0,7199.0
Samsung,SM-G9960 Galaxy S21+ 5G Dual SIM TD-LTE CN HK 256GB,2021-01-29, Android," Qualcomm Snapdragon 888 5G SM8350 (Lahaina), 2021, 64 bit, octa-core, 5 nm, Qualcomm Adreno 660 GPU",256.0,,4800.0,1080x2400,120.0,7999.0
Wiko,Cricket Ovation LTE-A US U705AC,2020-07-01, Android," MediaTek Helio P22 MT6762, 2018, 64 bit, octa-core, 12 nm, IMG PowerVR GE8320 GPU",32.0,,4000.0,720x1560,,79.99
Xiaomi,Mi 11 Lite 5G Dual SIM TD-LTE JP 128GB M2101K9R,2021-07-02, Android," Qualcomm Snapdragon 780G 5G SM7350, 2021, 64 bit, octa-core, 5 nm, Qualcomm Adreno 642 GPU",128.0,,4250.0,1080x2400,90.0,43800.0
FIH,Cricket Ovation 2 LTE-A US EC1002,2021-06-02, Android," MediaTek Helio A22 MT6761, 2018, 64 bit, quad-core, 12 nm, IMG PowerVR GE8300 GPU",32.0,,3900.0,720x1640,,129.99
Wiko,Radiant Max LTE-A US U705AA,2020-08-01, Android," MediaTek Helio P22 MT6762, 2018, 64 bit, octa-core, 12 nm, IMG PowerVR GE8320 GPU",32.0,,4000.0,720x1560,,129.99
FIH,Maestro Max LTE-A US EA1002,2021-06-01, Android," MediaTek Helio A22 MT6761, 2018, 64 bit, quad-core, 12 nm, IMG PowerVR GE8300 GPU",32.0,,3900.0,720x1640,,79.99
Oppo,A54 2021 5G Dual SIM TD-LTE JP 64GB CPH2303,2021-06-24, Android," Qualcomm Snapdragon 480 5G SM4350 (Holi), 2021, 64 bit, octa-core, 8 nm, Qualcomm Adreno 619 GPU",64.0,,5000.0,1080x2400,90.0,31800.0
VinSmart,Maestro Plus LTE-A US 32GB V350U,2021-02-01, Android," Qualcomm Snapdragon 460 SM4250-AA, 2020, 64 bit, octa-core, 11 nm, Qualcomm Adreno 610 GPU",32.0,,3300.0,720x1520,,49.99
VinSmart,Cricket Influence LTE-A US 32GB V350C,2021-03-01, Android," Qualcomm Snapdragon 460 SM4250-AA, 2020, 64 bit, octa-core, 11 nm, Qualcomm Adreno 610 GPU",32.0,,3300.0,720x1520,,49.99
Wiko,Maestro LTE US U202AA,2020-04-01, Android," MediaTek MT6739, 2017, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 28 nm, IMG PowerVR GE8100 GPU",16.0,,2050.0,480x960,,199.0
Fujitsu,Arrows Be4 Plus F-41B TD-LTE JP,2021-05-28, Android," Qualcomm Snapdragon 460 SM4250-AA, 2020, 64 bit, octa-core, 11 nm, Qualcomm Adreno 610 GPU",64.0,,3600.0,1080x2220,,21780.0
T-Mobile,REVVL V+ 5G Dual SIM TD-LTE US,2021-07-12, Android," MediaTek Dimensity 700 MT6833V/ZA, 2020, 64 bit, octa-core, 7 nm, ARM Mali-G57 GPU",64.0,,5000.0,720x1640,,199.99
Samsung,SM-A202K Galaxy Jean 2 TD-LTE KR,2019-06-04, Android," Samsung Exynos 7 Octa 7884 (S5E7884A), 2018, 64 bit, octa-core, 14 nm, ARM Mali-G71 GPU",32.0,,3000.0,720x1560,,253000.0
Samsung,SM-J737S Galaxy Wide 3 2018 TD-LTE KR,2018-06-01, Android," Samsung Exynos 7 Octa 7870 (Joshua), 2016, 64 bit, octa-core, 14 nm, ARM Mali-T830 GPU",32.0,,3300.0,720x1280,,297000.0
Samsung,SM-A205S Galaxy Wide 4 2019 TD-LTE KR,2019-06-04, Android," Samsung Exynos 7 Octa 7884 (S5E7884A), 2018, 64 bit, octa-core, 14 nm, ARM Mali-G71 GPU",32.0,,4000.0,720x1560,,295000.0
Samsung,SM-A315F Galaxy A31 2020 Standard Edition TD-LTE EMEA 128GB,2020-05-01, Android," MediaTek Helio P65 MT6768, 2019, 64 bit, octa-core, 12 nm, ARM Mali-G52 2EEMC2 GPU",128.0,,5000.0,1080x2400,,
Samsung,SM-A315G/DSL Galaxy A31 2020 Standard Edition Dual SIM TD-LTE LATAM 64GB,2020-05-01, Android," MediaTek Helio P65 MT6768, 2019, 64 bit, octa-core, 12 nm, ARM Mali-G52 2EEMC2 GPU",64.0,,5000.0,1080x2400,,
Samsung,SM-A315G/DSL Galaxy A31 2020 Standard Edition Dual SIM TD-LTE LATAM 128GB,2020-05-04, Android," MediaTek Helio P65 MT6768, 2019, 64 bit, octa-core, 12 nm, ARM Mali-G52 2EEMC2 GPU",128.0,,5000.0,1080x2400,,1999.0
Samsung,SM-A315G/L Galaxy A31 2020 Standard Edition TD-LTE LATAM 64GB,2020-05-01, Android," MediaTek Helio P65 MT6768, 2019, 64 bit, octa-core, 12 nm, ARM Mali-G52 2EEMC2 GPU",64.0,,5000.0,1080x2400,,
Samsung,SM-A315F/DS Galaxy A31 2020 Standard Edition Dual SIM TD-LTE EMEA 128GB,2020-05-04, Android," MediaTek Helio P65 MT6768, 2019, 64 bit, octa-core, 12 nm, ARM Mali-G52 2EEMC2 GPU",128.0,,5000.0,1080x2400,,
Samsung,SM-A315F/DS Galaxy A31 2020 Premium Edition Dual SIM TD-LTE IN 128GB,2020-06-01, Android," MediaTek Helio P65 MT6768, 2019, 64 bit, octa-core, 12 nm, ARM Mali-G52 2EEMC2 GPU",128.0,,5000.0,1080x2400,,21999.0
Samsung,SM-A315G/DS Galaxy A31 2020 Premium Edition Global Dual SIM TD-LTE 128GB,2020-04-27, Android," MediaTek Helio P65 MT6768, 2019, 64 bit, octa-core, 12 nm, ARM Mali-G52 2EEMC2 GPU",128.0,,5000.0,1080x2400,,6490000.0
Samsung,SM-A315G/DS Galaxy A31 2020 Standard Edition Global Dual SIM TD-LTE 128GB,2020-04-01, Android," MediaTek Helio P65 MT6768, 2019, 64 bit, octa-core, 12 nm, ARM Mali-G52 2EEMC2 GPU",128.0,,5000.0,1080x2400,,99000.0
Samsung,SM-A705FN Galaxy A70 2019 Standard Edition Global Dual SIM TD-LTE 128GB,2019-04-26, Android," Qualcomm Snapdragon 675 SM6150, 2019, 64 bit, octa-core, 896 Kbyte L2, 1024 Kbyte L3, 11 nm, Qualcomm Adreno 612 GPU",128.0,,4500.0,1080x2400,,
Samsung,SM-A705GM/DS Galaxy A70 2019 Standard Edition Dual SIM TD-LTE IN 128GB,2019-04-01, Android," Qualcomm Snapdragon 675 SM6150, 2019, 64 bit, octa-core, 896 Kbyte L2, 1024 Kbyte L3, 11 nm, Qualcomm Adreno 612 GPU",128.0,,4500.0,1080x2400,,28990.0
Samsung,SM-M013F/DS Galaxy M01 Core 2020 Dual SIM TD-LTE IN 16GB,2020-07-28, Android," MediaTek MT6739, 2017, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 28 nm, IMG PowerVR GE8100 GPU",16.0,,3000.0,720x1480,,5499.0
Samsung,SM-M013F/DS Galaxy M01 Core 2020 Dual SIM TD-LTE IN 32GB,2020-07-29, Android," MediaTek MT6739, 2017, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 28 nm, IMG PowerVR GE8100 GPU",32.0,,3000.0,720x1480,,6499.0
Samsung,SM-M105F/DS Galaxy M10 Duos TD-LTE IN 16GB,2019-02-04, Android," Samsung Exynos 7 Octa 7870 (Joshua), 2016, 64 bit, octa-core, 14 nm, ARM Mali-T830 GPU",16.0,,3400.0,720x1520,,7990.0
Samsung,SM-M105G/DS Galaxy M10 Duos TD-LTE EMEA 16GB,2019-02-04, Android," Samsung Exynos 7 Octa 7870 (Joshua), 2016, 64 bit, octa-core, 14 nm, ARM Mali-T830 GPU",16.0,,3400.0,720x1520,,
Samsung,SM-M105M/DS Galaxy M10 Duos LTE-A LATAM 16GB,2019-02-01, Android," Samsung Exynos 7 Octa 7870 (Joshua), 2016, 64 bit, octa-core, 14 nm, ARM Mali-T830 GPU",16.0,,3400.0,720x1520,,129.0
Samsung,SM-M115M/DS Galaxy M11 2020 Dual SIM TD-LTE LATAM 32GB,2020-06-01, Android," Qualcomm Snapdragon 450 SDM450, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",32.0,,5000.0,720x1560,,
Samsung,SM-M205G/DS Galaxy M20 Duos TD-LTE APAC 64GB,2019-02-06, Android," Samsung Exynos 7 Octa 7904, 2019, 64 bit, octa-core, 14 nm, ARM Mali-G71 GPU",64.0,,5000.0,1080x2340,,
Samsung,SM-M205G/DS Galaxy M20 Duos TD-LTE APAC 32GB,2019-02-01, Android," Samsung Exynos 7 Octa 7904, 2019, 64 bit, octa-core, 14 nm, ARM Mali-G71 GPU",32.0,,5000.0,1080x2340,,
Samsung,SM-M305M/DS Galaxy M30 Dual SIM TD-LTE LATAM 64GB,2019-03-01, Android," Samsung Exynos 7 Octa 7904, 2019, 64 bit, octa-core, 14 nm, ARM Mali-G71 GPU",64.0,,5000.0,1080x2340,,
Samsung,SM-A325F/DS Galaxy A32 4G 2021 Premium Edition Global Dual SIM TD-LTE 128GB,2021-03-01, Android," MediaTek Helio G80 MT6769V/CU, 2020, 64 bit, octa-core, 12 nm, ARM Mali-G52 2EEMC2 GPU",128.0,,5000.0,1080x2400,90.0,24990.0
Samsung,SM-A725M/DS Galaxy A72 2021 Standard Edition Dual SIM TD-LTE LATAM 128GB,2021-03-01, Android," Qualcomm Snapdragon 720G SM7125 (Atoll), 2020, 64 bit, octa-core, 8 nm, Qualcomm Adreno 618 GPU",128.0,,5000.0,1080x2400,90.0,500.0
Samsung,SM-A725M/DS Galaxy A72 2021 Premium Edition Dual SIM TD-LTE LATAM 256GB,2021-03-01, Android," Qualcomm Snapdragon 720G SM7125 (Atoll), 2020, 64 bit, octa-core, 8 nm, Qualcomm Adreno 618 GPU",256.0,,5000.0,1080x2400,90.0,550.0
Samsung,SM-A725M Galaxy A72 2021 Standard Edition TD-LTE LATAM 128GB,2021-03-01, Android," Qualcomm Snapdragon 720G SM7125 (Atoll), 2020, 64 bit, octa-core, 8 nm, Qualcomm Adreno 618 GPU",128.0,,5000.0,1080x2400,90.0,
Samsung,SM-A325F/DS Galaxy A32 4G 2021 Standard Edition Global Dual SIM TD-LTE 128GB,2021-03-01, Android," MediaTek Helio G80 MT6769V/CU, 2020, 64 bit, octa-core, 12 nm, ARM Mali-G52 2EEMC2 GPU",128.0,,5000.0,1080x2400,90.0,21900.0
Samsung,SM-M325F/DS Galaxy M32 4G 2021 Premium Edition Global Dual SIM TD-LTE 128GB,2021-06-28, Android," MediaTek Helio G80 MT6769V/CU, 2020, 64 bit, octa-core, 12 nm, ARM Mali-G52 2EEMC2 GPU",128.0,,6000.0,1080x2400,90.0,18900.0
Samsung,SM-E025F/DS Galaxy F02s 2021 Global Dual SIM TD-LTE 32GB,2021-03-01, Android," Qualcomm Snapdragon 450 SDM450, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",32.0,,5000.0,720x1600,,10499.0
Samsung,SM-E025F/DS Galaxy F02s 2021 Global Dual SIM TD-LTE 64GB,2021-03-01, Android," Qualcomm Snapdragon 450 SDM450, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",64.0,,5000.0,720x1600,,11499.0
Samsung,SM-M325FV/DS Galaxy M32 4G 2021 Standard Edition Global Dual SIM TD-LTE 128GB,2021-06-01, Android," MediaTek Helio G80 MT6769V/CU, 2020, 64 bit, octa-core, 12 nm, ARM Mali-G52 2EEMC2 GPU",128.0,,5000.0,1080x2400,90.0,269.0
Xiaomi,Black Shark 4 5G Top Edition Global Dual SIM TD-LTE 256GB PRS-H0,2021-04-01, Android," Qualcomm Snapdragon 870 5G SM8250-AC (Kona), 2021, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2304 Kbyte L2, 4096 Kbyte L3, 7 nm, Qualcomm Adreno 650 GPU",256.0,,4500.0,1080x2400,144.0,599.0
Fujitsu,Arrows BZ02 Dual SIM LTE-A JP,2021-08-01, Android," Qualcomm Snapdragon 460 SM4250-AA, 2020, 64 bit, octa-core, 11 nm, Qualcomm Adreno 610 GPU",64.0,,3600.0,1080x2220,,
Fujitsu,Arrows BZ01 TD-LTE JP,2020-04-01, Android," Qualcomm Snapdragon 450 SDM450, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",32.0,,2780.0,1080x2220,,
Samsung,SM-A226B/DS Galaxy A22 5G 2021 Global Dual SIM TD-LTE 64GB,2021-06-26, Android," MediaTek Dimensity 700 MT6833V/ZA, 2020, 64 bit, octa-core, 7 nm, ARM Mali-G57 GPU",64.0,,5000.0,1080x2408,90.0,6990.0
Samsung,SM-A226B/DS Galaxy A22 5G 2021 Global Dual SIM TD-LTE 128GB,2021-07-01, Android," MediaTek Dimensity 700 MT6833V/ZA, 2020, 64 bit, octa-core, 7 nm, ARM Mali-G57 GPU",128.0,,5000.0,1080x2408,90.0,7990.0
Samsung,SM-A226B/DSN Galaxy A22 5G 2021 Global Dual SIM TD-LTE 128GB,2021-07-01, Android," MediaTek Dimensity 700 MT6833V/ZA, 2020, 64 bit, octa-core, 7 nm, ARM Mali-G57 GPU",128.0,,5000.0,1080x2408,90.0,79860.0
Samsung,SM-A225F/DS Galaxy A22 4G 2021 Premium Edition Global Dual SIM TD-LTE 128GB,2021-07-01, Android," MediaTek Helio G80 MT6769V/CU, 2020, 64 bit, octa-core, 12 nm, ARM Mali-G52 2EEMC2 GPU",128.0,,5000.0,720x1600,90.0,20499.0
Samsung,SM-A225M/DSN Galaxy A22 4G 2021 Standard Edition Dual SIM TD-LTE LATAM 128GB,2021-07-01, Android," MediaTek Helio G80 MT6769V/CU, 2020, 64 bit, octa-core, 12 nm, ARM Mali-G52 2EEMC2 GPU",128.0,,5000.0,720x1600,90.0,
Samsung,SM-A225M/N Galaxy A22 4G 2021 Standard Edition TD-LTE LATAM 128GB,2021-06-28, Android," MediaTek Helio G80 MT6769V/CU, 2020, 64 bit, octa-core, 12 nm, ARM Mali-G52 2EEMC2 GPU",128.0,,5000.0,720x1600,90.0,
Samsung,SM-A225M/N Galaxy A22 4G 2021 Standard Edition TD-LTE LATAM 64GB,2021-06-28, Android," MediaTek Helio G80 MT6769V/CU, 2020, 64 bit, octa-core, 12 nm, ARM Mali-G52 2EEMC2 GPU",64.0,,5000.0,720x1600,90.0,
Samsung,SM-A025M/DS Galaxy A02s 2020 Dual SIM LTE-A LATAM 64GB,2021-02-01, Android," Qualcomm Snapdragon 450 SDM450, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",64.0,,5000.0,720x1600,,
Samsung,SM-A022M/DS Galaxy A02 2021 Premium Edition Dual SIM LTE LATAM 32GB,2021-03-01, Android," MediaTek MT6739, 2017, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 28 nm, IMG PowerVR GE8100 GPU",32.0,,5000.0,720x1600,,
Samsung,SM-A325M/DS Galaxy A32 4G 2021 Standard Edition Dual SIM TD-LTE LATAM 128GB,2021-03-01, Android," MediaTek Helio G80 MT6769V/CU, 2020, 64 bit, octa-core, 12 nm, ARM Mali-G52 2EEMC2 GPU",128.0,,5000.0,1080x2400,90.0,289.0
Samsung,SM-A125M/DS Galaxy A12 2020 Standard Edition Dual SIM TD-LTE LATAM 64GB,2021-02-01, Android," MediaTek Helio G35 MT6765V/CB, 2020, 64 bit, octa-core, 12 nm, IMG PowerVR GE8320 GPU",64.0,,5000.0,720x1600,,179.95
Samsung,SM-A125M/DS Galaxy A12 2020 Standard Edition Dual SIM TD-LTE LATAM 32GB,2021-02-01, Android," MediaTek Helio G35 MT6765V/CB, 2020, 64 bit, octa-core, 12 nm, IMG PowerVR GE8320 GPU",32.0,,5000.0,720x1600,,
Samsung,SM-A525M/DS Galaxy A52 2021 Standard Edition Dual SIM TD-LTE LATAM 128GB,2021-03-01, Android," Qualcomm Snapdragon 720G SM7125 (Atoll), 2020, 64 bit, octa-core, 8 nm, Qualcomm Adreno 618 GPU",128.0,,4500.0,1080x2400,90.0,599.0
Samsung,SM-A525M Galaxy A52 2021 Standard Edition TD-LTE LATAM 128GB,2021-03-01, Android," Qualcomm Snapdragon 720G SM7125 (Atoll), 2020, 64 bit, octa-core, 8 nm, Qualcomm Adreno 618 GPU",128.0,,4500.0,1080x2400,90.0,8499.0
Samsung,SM-A217M/DS Galaxy A21s 2020 Standard Edition Dual SIM TD-LTE LATAM 64GB,2020-06-01, Android," Samsung Exynos 8 Octa 850 S5E8380, 2020, 64 bit, octa-core, 8 nm, ARM Mali-G52 GPU",64.0,,5000.0,720x1600,,
Samsung,SM-A217M Galaxy A21s 2020 Standard Edition TD-LTE LATAM 64GB,2020-06-01, Android," Samsung Exynos 8 Octa 850 S5E8380, 2020, 64 bit, octa-core, 8 nm, ARM Mali-G52 GPU",64.0,,5000.0,720x1600,,
Samsung,SM-A105M/DS Galaxy A10 2019 Dual SIM LTE-A LATAM 32GB,2019-06-01, Android," Samsung Exynos 7 Octa 7884 (S5E7884A), 2018, 64 bit, octa-core, 14 nm, ARM Mali-G71 GPU",32.0,,3400.0,720x1520,,
Samsung,SM-A305G/DS Galaxy A30 2019 Dual SIM TD-LTE LATAM 32GB,2019-04-01, Android," Samsung Exynos 7 Octa 7904, 2019, 64 bit, octa-core, 14 nm, ARM Mali-G71 GPU",32.0,,4000.0,1080x2340,,
Samsung,SM-A205G/DS Galaxy A20 2019 Dual SIM TD-LTE APAC LATAM 32GB,2019-04-01, Android," Samsung Exynos 7 Octa 7884 (S5E7884A), 2018, 64 bit, octa-core, 14 nm, ARM Mali-G71 GPU",32.0,,4000.0,720x1560,,
Samsung,SM-M022M/DS Galaxy M02 2021 Premium Edition Dual SIM LTE LATAM,2021-02-01, Android," MediaTek MT6739, 2017, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 28 nm, IMG PowerVR GE8100 GPU",32.0,,5000.0,720x1600,,
Samsung,SM-M205M/DS Galaxy M20 Duos TD-LTE LATAM 32GB,2019-04-11, Android," Samsung Exynos 7 Octa 7904, 2019, 64 bit, octa-core, 14 nm, ARM Mali-G71 GPU",32.0,,5000.0,1080x2340,,
Samsung,SM-J810M/DS Galaxy J8 2018 Duos TD-LTE LATAM 32GB,2018-08-01, Android," Qualcomm Snapdragon 450 SDM450, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",32.0,,3500.0,720x1480,,
Samsung,SM-J810M Galaxy J8 2018 TD-LTE LATAM 64GB,2018-08-01, Android," Qualcomm Snapdragon 450 SDM450, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",64.0,,3500.0,720x1480,,
Samsung,SM-J810M Galaxy J8 2018 TD-LTE LATAM 32GB,2018-08-01, Android," Qualcomm Snapdragon 450 SDM450, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",32.0,,3500.0,720x1480,,
Samsung,SM-J810M/DS Galaxy J8 2018 Duos TD-LTE LATAM 64GB,2018-08-01, Android," Qualcomm Snapdragon 450 SDM450, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",64.0,,3500.0,720x1480,,
Samsung,SM-J250M/DS Galaxy J2 2018 Duos LTE LATAM,2018-02-01, Android," Qualcomm Snapdragon 425 MSM8917, 2016, 64 bit, quad-core, 512 Kbyte L2, 28 nm, Qualcomm Adreno 308 GPU",16.0,,,540x960,,
